Nombre_Empresa_clean,Fecha,pasajeros
AVIOICHARTER LIMITADA,2014-06-01,160
AEROMEXICO,2014-01-01,13879
AEROREPUBLICA,2014-11-01,180200
ALPES S.A.S,2015-08-01,393
AVIOCESAR,2015-07-01,84
AEROLINEAS ARGENTINAS,2015-11-01,6998
EZ AIR,2021-08-01,273
AER CARIBE,2022-08-01,0
HELI JET SAS,2021-01-01,1047
PACIFICA DE AVIACION S.A.S,2021-01-01,4671
SARPA S.A.S,2020-05-01,189
HELIGOLFO S.A.S,2020-02-01,3774
NO REGISTRA,2020-10-01,780
ABSA,2020-09-01,0
SATENA,2020-06-01,1935
AEROREPUBLICA,2020-06-01,3084
AIR EUROPA,2022-02-01,16616
AVIOCESAR,2022-07-01,27
ATLAS AIR,2017-01-05,0
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2017-01-02,0
AVIOCESAR,2017-01-05,81
AERO TAXI GUAYMARAL,2017-01-07,66
AVIANCA,2017-01-12,1409623
TAC,2017-01-11,3189
CHARTER DEL CARIBE S.A.,2017-01-11,176
AER CARIBE,2019-01-01,0
INTEREJECUTIVA,2014-12-01,324
RIO SUR,2014-07-01,14
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2014-05-01,1196
AMERICAN,2014-08-01,51624
ADA,2014-01-01,23516
LUFTHANSA,2014-12-01,13178
LUFTHANSA,2014-08-01,17586
SELVA,2014-10-01,0
VENSECAR C.A.,2014-05-01,0
STARBLUE AIRLINES,2015-04-01,131
RIO SUR,2015-10-01,118
VIANA S.A.S,2015-07-01,444
HELISTAR S.A.S,2015-05-01,205
HELISTAR S.A.S,2015-08-01,221
MAS AIR,2015-09-01,0
SATENA,2015-03-01,78472
TAMPA CARGO,2015-09-01,0
SARPA S.A.S,2020-12-01,8649
AVIANLINE CHARTE´S S.A.S.,2020-12-01,2103
LASER AEREO S.A.S,2022-01-01,464
SPIRIT AIRLINES,2020-04-01,5529
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2022-02-01,0
JETBLUE AIRWAYS,2014-09-01,27444
SATENA,2021-07-01,80286
CARGOLUX AIRLINES INTERNATIONAL S.A.,2017-01-06,0
AERUPIA SAS,2017-01-04,316
SOLAIR S.A.S,2017-01-06,195
ATLAS AIR,2017-01-09,0
ADA,2014-09-01,23004
ADA,2014-08-01,25681
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-06-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-07-01,0
TACA S.A.S,2015-02-01,235
TAC,2015-03-01,3296
AIR CANADA,2015-10-01,4072
LUFTHANSA,2015-11-01,10847
FEDERAL EXPRESS CORPORATION,2015-12-01,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2015-09-01,0
SADELCA,2015-04-01,871
NO REGISTRA,2020-12-01,1395
HORIZONTAL S A S,2020-02-01,1032
ALIANSA,2020-03-01,5217
SARPA S.A.S,2021-05-01,2530
PACIFICA DE AVIACION S.A.S,2021-06-01,3432
AEROLINEAS ARGENTINAS,2021-07-01,795
COPA,2021-03-01,120396
FEDERAL EXPRESS CORPORATION,2017-01-01,0
AIR PANAMA,2017-01-02,4603
TAMPA CARGO,2017-01-02,0
AVIOCESAR,2017-01-02,140
TAC,2017-01-03,1885
AEROCHARTER ANDINA S.A.S.,2017-01-02,108
AIR COLOMBIA,2017-01-04,728
COPA,2017-01-10,21320
MAS AIR,2017-01-12,0
SPIRIT AIRLINES,2017-01-12,27811
EMIRATES,2019-02-01,0
COPA,2019-06-01,15816
AEXPA,2019-03-01,896
AERUPIA SAS,2014-05-01,517
AEROLINEAS ALAS DE COLOMBIA LTDA.,2014-12-01,1304
AEROSUCRE,2014-08-01,0
HELI JET SAS,2015-08-01,202
LUFTHANSA CARGO,2015-12-01,0
TACA INTERNATIONAL,2015-04-01,18949
VENSECAR C.A.,2015-09-01,0
HELISTAR S.A.S,2021-04-01,284
COPA,2022-08-01,190193
IBERIA,2022-08-01,39195
AERO APOYO,2021-01-01,51
GCA AIRLINES,2022-01-01,12687
LATAM,2021-02-01,662976
PACIFICA DE AVIACION S.A.S,2021-02-01,1926
AVIANCA,2021-06-01,1661138
AIR CANADA,2021-03-01,0
AIR CANADA,2017-01-06,9497
AEROMEXICO,2017-01-06,22462
LUFTHANSA,2017-01-06,13494
MAS AIR,2017-01-06,0
SPIRIT AIRLINES,2017-01-03,22276
SATENA,2017-01-01,82620
AEROTRANSPORTE DE CARGA UNION,2017-01-02,0
SARPA S.A.S,2017-01-04,1303
HELISTAR S.A.S,2017-01-08,294
TAMPA CARGO,2017-01-10,0
HELIGOLFO S.A.S,2017-01-12,0
AMERICAN,2014-04-01,40391
CENTRAL CHARTER,2014-11-01,30
LUFTHANSA,2014-05-01,14686
LACSA,2014-10-01,16208
MARTINAIR,2014-02-01,0
TRANS AMERICAN AIR LINES,2014-09-01,37510
UNITED PARCEL SERVICE,2014-03-01,0
FEDERAL EXPRESS CORPORATION,2015-02-01,0
INSEL AIR,2015-10-01,2292
SKY LEASE,2015-05-01,0
GCA AIRLINES,2020-11-01,19542
ABSA,2020-11-01,0
LADECO,2022-08-01,0
AEROPACA SAS,2020-12-01,4077
SAER,2020-07-01,216
RIO SUR,2021-02-01,162
AVIANLINE CHARTE´S S.A.S.,2021-03-01,1098
ABSA,2021-12-01,0
FEDERAL EXPRESS CORPORATION,2017-01-02,0
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2017-01-03,0
MAS AIR,2017-01-05,0
AVIOCESAR,2017-01-07,74
AIR EUROPA,2017-01-10,16847
ADA,2017-01-11,18512
SAER,2017-01-10,234
VOLGA - DNEPR,2019-01-01,0
ALIANSA,2019-06-01,1412
AVIOCESAR,2014-03-01,263
SEARCA S.A.,2014-08-01,18444
VIANA S.A.S,2014-11-01,597
CHARTER EXPRESS SAS,2014-02-01,2
TIARA,2014-03-01,13
AERO APOYO,2015-04-01,241
TARI,2015-08-01,70
VIANA S.A.S,2015-06-01,478
AEROCHARTER ANDINA S.A.S.,2015-04-01,140
AVIANCA,2015-10-01,1467807
COPA,2015-10-01,12188
CUBANA,2015-08-01,459
LACSA,2015-02-01,16537
SPIRIT AIRLINES,2015-01-01,31359
AERUPIA SAS,2021-08-01,206
TACA INTERNATIONAL,2022-08-01,10008
NO REGISTRA,2021-12-01,837
ALLAS S.A.S,2022-01-01,437
TAERCO,2020-04-01,0
SOLAIR S.A.S,2020-05-01,408
CHARTER DEL CARIBE S.A.,2020-02-01,339
LOS HALCONES,2020-03-01,321
AEROSUCRE,2020-06-01,0
SKY LEASE,2020-08-01,0
DHL AERO EXPRESO,2021-02-01,0
AEROREPUBLICA,2021-02-01,142078
AEROSUCRE,2019-04-01,0
AVIATECA,2017-01-02,1205
TACA INTERNATIONAL,2017-01-04,20278
AEROMENEGUA,2017-01-07,215
ARO LTDA,2017-01-01,307
HELIGOLFO S.A.S,2017-01-02,56
HELICOL,2017-01-11,5835
AEROCOL S.A.S,2017-01-09,188
TAC,2014-11-01,3825
AMERICA´S AIR SAS,2014-08-01,116
ALIANSA,2014-08-01,552
AMERICAN,2014-02-01,32401
AIR CANADA,2014-02-01,5121
CENTURION AIR CARGO COLOMBIA,2014-12-01,0
HELICOL,2014-07-01,9650
ARO LTDA,2015-11-01,503
HELIGOLFO S.A.S,2015-11-01,712
AMERICA´S AIR SAS,2015-10-01,542
CUBANA,2015-02-01,338
VIVA AIR,2015-12-01,277418
SAE,2021-04-01,244
AEROUNIÓN,2021-01-01,0
INTEREJECUTIVA,2020-02-01,423
AEREA S.A.,2020-10-01,1704
AVIANCA,2020-02-01,3997164
AEROMEXICO,2020-03-01,37827
KLM,2020-08-01,2604
VIVA AIR,2020-05-01,5427
TAC,2021-05-01,3080
MAS AIR,2021-03-01,0
CENTRAL CHARTER,2017-01-04,53
MAS AIR,2017-01-08,0
STARBLUE AIRLINES,2017-01-02,48
SAVIARE LTDA,2017-01-01,151
SAVIARE LTDA,2017-01-03,305
TRANS AMERICAN AIR LINES,2017-01-11,45483
SAVIARE LTDA,2017-01-10,372
AER CARIBE,2019-06-01,0
INTEREJECUTIVA,2019-03-01,164
SAER,2014-05-01,1026
TACA S.A.S,2014-03-01,111
TAXI AEREO CUSIANA LTDA,2014-04-01,28
AEROLINEAS ALAS DE COLOMBIA LTDA.,2014-04-01,1151
AEROREPUBLICA,2014-09-01,160323
UNITED PARCEL SERVICE,2014-09-01,0
STARBLUE AIRLINES,2015-06-01,90
STARBLUE AIRLINES,2015-02-01,123
NACIONAL DE AVIACION S.A.S,2015-01-01,93
ADA,2015-06-01,29446
CARGOLUX AIRLINES INTERNATIONAL S.A.,2015-09-01,0
DHL AERO EXPRESO,2015-05-01,0
DYNAMIC AIRWAYS,2015-08-01,0
INSEL AIR,2015-03-01,1680
MAS AIR,2015-07-01,0
AEROSUCRE,2020-11-01,0
TAMPA CARGO,2020-11-01,0
TAC,2021-08-01,1111
LATAM,2020-04-01,939
SEARCA S.A.,2020-07-01,1786
NO REGISTRA,2020-07-01,327
AMERICA´S AIR SAS,2020-05-01,48
AEROPACA SAS,2020-03-01,2571
AIR EUROPA,2020-02-01,56757
LACSA,2020-03-01,29964
LAS,2021-02-01,0
AERO APOYO,2021-05-01,52
MARTINAIR,2021-05-01,0
AVIANCA,2017-01-08,1560366
DELTA,2017-01-03,14664
KLM,2017-01-05,6504
HELISTAR S.A.S,2017-01-02,126
MARTINAIR,2017-01-11,0
ABX AIR INC,2019-02-01,0
ESTELAR LATIOAMERICANA.C.A.,2019-06-01,1005
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2019-06-01,0
ALLAS S.A.S,2014-09-01,1552
AVIOCESAR,2014-01-01,327
HELIGOLFO S.A.S,2014-06-01,742
ABX AIR INC,2014-01-01,0
AEROLINEAS ARGENTINAS,2014-03-01,7416
CARGOLUX AIRLINES INTERNATIONAL S.A.,2014-08-01,0
CENTURION AIR CARGO COLOMBIA,2014-05-01,0
DELTA,2014-02-01,10600
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-11-01,0
SKY LEASE,2014-03-01,0
MARTINAIR,2014-06-01,0
UNITED PARCEL SERVICE,2014-11-01,0
STARBLUE AIRLINES,2015-11-01,76
MARTINAIR,2015-08-01,0
SATENA,2015-02-01,68949
NO REGISTRA,2021-04-01,600
SPIRIT AIRLINES,2022-04-01,85910
TACA INTERNATIONAL,2022-04-01,7216
FEDERAL EXPRESS CORPORATION,2020-12-01,0
ARO S.A.S.,2021-12-01,1081
SAE,2020-03-01,88
JETSMART,2020-02-01,22605
SKY LEASE,2020-04-01,0
COPA,2021-02-01,93034
LUFTHANSA,2021-06-01,7704
AEROGAL,2021-07-01,14734
TURKISH AIRLINES INC,2021-03-01,4047
AIR CANADA,2017-01-04,7590
DHL AERO EXPRESO,2017-01-05,0
SPIRIT AIRLINES,2017-01-01,25321
WESTERN GLOBAL,2017-01-04,0
ALPES S.A.S,2017-01-02,183
SEARCA S.A.,2017-01-04,10394
CUBANA,2017-01-10,648
DHL AERO EXPRESO,2017-01-10,0
DHL AERO EXPRESO,2017-01-12,0
SKY LEASE,2017-01-11,0
SATENA,2017-01-12,99422
AERUPIA SAS,2014-07-01,493
TAC,2014-05-01,2524
AEROCHARTER ANDINA S.A.S.,2014-03-01,271
HELISTAR S.A.S,2014-05-01,192
AER CARIBE,2014-01-01,138
CENTURION AIR CARGO COLOMBIA,2014-08-01,0
VIVA AIR,2014-03-01,171168
AERUPIA SAS,2015-11-01,552
ASES LTDA.,2015-12-01,388
AEROMEXICO,2015-02-01,8461
LUFTHANSA CARGO,2015-03-01,0
INSEL AIR,2015-06-01,1788
LAS,2015-06-01,0
LACSA,2015-09-01,10117
SPIRIT AIRLINES,2015-07-01,24314
CONVIASA,2015-06-01,2610
SATENA,2022-01-01,83129
AER CARIBE,2020-04-01,0
TURKISH AIRLINES INC,2020-05-01,0
VIVA AIR,2020-07-01,9606
AEROPACA SAS,2021-06-01,3956
LADECO,2017-01-02,0
TARI,2017-01-06,82
AER CARIBE,2017-01-01,0
AVIANCA,2017-01-09,1194770
AEROGAL,2019-01-01,83697
TARI,2019-01-01,55
LOS HALCONES,2019-02-01,18
ATLAS AIR,2019-06-01,0
TACA S.A.S,2014-11-01,326
TARI,2014-06-01,364
ABSA,2014-11-01,0
ABSA,2014-01-01,0
JETBLUE AIRWAYS,2015-09-01,32476
TAMPA CARGO,2015-08-01,0
GOOD FLY CO SAS,2022-04-01,70
ATLAS AIR,2020-12-01,0
SARPA S.A.S,2022-12-01,10269
AERO LLANOS DEL ORIENTE,2022-12-01,35
ALPES S.A.S,2020-07-01,15
SAER,2020-05-01,84
NO REGISTRA,2020-06-01,246
AEROSUCRE,2020-03-01,0
UNITED PARCEL SERVICE,2020-01-01,0
COPA,2021-05-01,134678
ATLAS AIR,2017-01-08,0
INTEREJECUTIVA,2017-01-01,134
OCEANAIR,2017-01-09,8510
AEROTRANSPORTE DE CARGA UNION,2017-01-09,0
MARTINAIR,2019-02-01,0
AEROLINEAS ARGENTINAS,2019-06-01,6542
SAVIARE LTDA,2014-09-01,143
AEROCHARTER ANDINA S.A.S.,2014-04-01,229
ASES LTDA.,2014-04-01,6
TAXCO,2014-05-01,135
ALIANSA,2014-05-01,602
HELICOL,2014-10-01,7035
LAS,2014-10-01,0
UNITED AIR LINES INC,2014-02-01,18584
VENSECAR C.A.,2014-11-01,0
VERTICAL DE AVIACION,2015-03-01,173
SAVIARE LTDA,2015-03-01,218
TAC,2015-10-01,5684
SOLAIR S.A.S,2015-04-01,91
AEROSUCRE,2015-01-01,0
SATENA,2015-06-01,88713
AERO APOYO,2022-01-01,41
AMERICA´S AIR SAS,2020-10-01,2241
ABX AIR INC,2020-03-01,0
EASYFLY S.A,2020-10-01,157905
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2020-07-01,0
HELI JET SAS,2022-02-01,280
AERO LLANOS DEL ORIENTE,2021-06-01,8
ABX AIR INC,2021-05-01,0
HELICOL,2021-03-01,6054
HELIGOLFO S.A.S,2017-01-04,0
CARGOLUX AIRLINES INTERNATIONAL S.A.,2017-01-12,0
AEROGAL,2017-01-12,68104
AEROSUCRE,2017-01-10,0
NO REGISTRA,2017-01-10,591
ALIANSA,2017-01-12,2354
ALPES S.A.S,2014-03-01,844
ALPES S.A.S,2014-01-01,596
NACIONAL DE AVIACION S.A.S,2014-09-01,131
ABX AIR INC,2014-03-01,0
DELTA,2014-06-01,17027
FEDERAL EXPRESS CORPORATION,2014-09-01,0
AEROGAL,2014-10-01,66687
VENSECAR C.A.,2014-08-01,0
RIO SUR,2015-02-01,27
HELISTAR S.A.S,2015-09-01,225
KLM,2015-07-01,7478
AEROSUCRE,2015-05-01,0
INSELAIR ARUBA,2015-07-01,769
UNITED PARCEL SERVICE,2015-10-01,0
CONVIASA,2015-10-01,3946
COPA,2021-04-01,113532
JETSMART,2022-04-01,14056
UNIWORLD AIR CARGO,2021-12-01,0
INTEREJECUTIVA,2022-12-01,252
AERO LLANOS DEL ORIENTE,2022-01-01,16
AEROMEXICO,2022-01-01,25506
STARBLUE AIRLINES,2020-03-01,168
HELI JET SAS,2020-04-01,21
AMERIJET INTERNATIONAL,2020-09-01,0
SKY LEASE,2022-02-01,0
AIR CANADA,2017-01-07,11687
LATAM,2017-01-01,463300
COPA,2017-01-12,21359
UNITED PARCEL SERVICE,2017-01-12,0
TAC,2017-01-10,2711
LASER AEREO S.A.S,2017-01-09,807
FLEXAIR S.A.S,2019-02-01,129
FEDERAL EXPRESS CORPORATION,2019-06-01,0
AEROCOL S.A.S,2014-10-01,410
SOLAIR S.A.S,2014-07-01,107
AVIANCA,2014-11-01,1358724
COPA,2014-03-01,12683
JETBLUE AIRWAYS,2014-07-01,38907
MARTINAIR,2014-07-01,0
SATENA,2014-01-01,68805
INTEREJECUTIVA,2015-03-01,301
RIO SUR,2015-05-01,68
SOLAIR S.A.S,2015-01-01,130
AMERIJET INTERNATIONAL,2015-12-01,0
DELTA,2015-02-01,11329
EASYFLY S.A,2015-09-01,80633
LUFTHANSA CARGO,2015-04-01,0
SKY LEASE,2015-03-01,0
ABSA,2015-03-01,0
VIVA AIR,2015-03-01,216081
VIVA AIR PERU,2021-04-01,374
TAERCO,2022-04-01,170
AEROLINEAS ARGENTINAS,2021-08-01,873
AERUPIA SAS,2020-12-01,693
AMERICAN,2022-12-01,106482
UNITED PARCEL SERVICE,2022-12-01,0
MAS AIR,2021-01-01,0
AVIANLINE CHARTE´S S.A.S.,2020-07-01,561
AIR FRANCE,2020-06-01,2301
INTERJET,2020-03-01,84639
ETIHAD,2020-07-01,0
AEROGAL,2021-02-01,17470
SPIRIT AIRLINES,2020-01-01,110698
AEROUNIÓN,2021-05-01,0
KLM,2021-05-01,8086
IBERIA,2017-01-06,25666
AIR PANAMA,2017-01-06,7712
ALLAS S.A.S,2017-01-04,1416
TARI,2017-01-04,49
CARGOJET AIRWAYS LTD.,2017-01-11,0
LACSA,2017-01-10,16981
ASES LTDA.,2017-01-09,395
AVIANCA,2019-01-01,1632616
AER CARIBE,2014-07-01,69
DHL AERO EXPRESO,2014-01-01,0
HELISTAR S.A.S,2015-12-01,189
SPIRIT AIRLINES,2015-09-01,20030
ARO LTDA,2020-11-01,4005
TAC,2022-04-01,1218
AEROSUCRE,2020-12-01,0
HELIGOLFO S.A.S,2021-01-01,2799
AERO TAXI GUAYMARAL,2022-01-01,0
AVIANCA,2020-07-01,18786
VENSECAR C.A.,2020-04-01,0
AERO TAXI GUAYMARAL,2020-01-01,164
AMERICA´S AIR SAS,2020-01-01,2346
AVIOCESAR,2021-03-01,30
UNITED AIR LINES INC,2021-07-01,17347
AIR EUROPA,2017-01-05,13531
TACA INTERNATIONAL,2017-01-08,18189
VIVA AIR,2017-01-03,324037
TRANS AMERICAN AIR LINES,2017-01-09,23167
ARO LTDA,2017-01-12,1831
TARI,2017-01-12,40
AER CARIBE,2017-01-12,0
NO REGISTRA,2019-02-01,704
AERO APOYO,2014-11-01,276
ARO LTDA,2014-09-01,567
AMERICAN,2014-05-01,40648
DHL AERO EXPRESO,2014-08-01,0
SATENA,2014-11-01,78994
TACA INTERNATIONAL,2014-04-01,18727
TAP PORTUGAL SUCURSAL COLOMBIA,2014-10-01,3160
TACA S.A.S,2015-05-01,407
CHARTER DEL CARIBE S.A.,2015-04-01,102
AMERICAN,2015-06-01,55941
COPA,2015-03-01,12386
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2015-10-01,0
LAS,2015-08-01,0
MARTINAIR,2015-03-01,0
AEROREPUBLICA,2015-09-01,167841
VUELA COMPAÑÍA DE AVIACION,2022-08-01,16697
SAER,2020-12-01,54
LAS,2021-12-01,0
HORIZONTAL S A S,2020-08-01,780
LUFTHANSA,2020-02-01,35112
UNITED AIR LINES INC,2020-10-01,11187
AVIANLINE CHARTE´S S.A.S.,2021-02-01,1084
KLM,2021-02-01,3722
AEROMENEGUA,2021-06-01,118
EZ AIR,2021-03-01,278
AMERICA´S AIR SAS,2022-07-01,100
INTEREJECUTIVA,2019-04-01,113
21 AIR,2017-01-02,0
SPIRIT AIRLINES,2017-01-02,19781
SATENA,2017-01-08,91027
AEROTRANSPORTE DE CARGA UNION,2017-01-01,0
TRANSPACIFICOS,2017-01-07,71
ARO LTDA,2019-01-01,1073
AEROPACA SAS,2019-01-01,637
UNITED AIR LINES INC,2019-02-01,18534
HELI JET SAS,2014-04-01,74
TAXCO,2014-10-01,6
CHARTER EXPRESS SAS,2014-12-01,686
ADA,2014-05-01,24635
DHL AERO EXPRESO,2014-11-01,0
ABSA,2014-08-01,0
AEROCOL S.A.S,2015-03-01,158
AVIOCESAR,2015-02-01,215
SOLAIR S.A.S,2015-07-01,126
HELICOL,2015-01-01,6538
INSEL AIR,2015-01-01,2256
JETBLUE AIRWAYS,2015-03-01,33327
ABSA,2015-09-01,0
SARPA S.A.S,2021-04-01,3314
AEROGAL,2021-04-01,12768
VIVA AIR,2021-04-01,605508
KLM,2022-08-01,16629
JETSMART,2022-12-01,25336
ALIANSA,2021-01-01,2901
JETSMART,2022-01-01,20648
KLM,2020-07-01,2004
VIVA AIR,2020-09-01,224445
EMIRATES,2022-02-01,0
EZ AIR,2021-02-01,189
CENTRAL CHARTER,2017-01-08,74
JETBLUE AIRWAYS,2017-01-01,33785
INSELAIR ARUBA,2017-01-01,594
AEROREPUBLICA,2017-01-04,196765
FEDERAL EXPRESS CORPORATION,2017-01-11,0
AERUPIA SAS,2017-01-12,489
TAERCO,2017-01-09,140
ABX AIR INC,2019-01-01,0
LUFTHANSA,2019-06-01,15992
ETHIPIAN AIRLINES,2019-03-01,0
TURKISH AIRLINES INC,2019-03-01,4560
LATAM,2014-10-01,444003
SEARCA S.A.,2014-06-01,14573
HELISTAR S.A.S,2014-12-01,81
AMERICAN,2014-12-01,55928
IBERIA,2014-04-01,17352
SATENA,2014-02-01,62262
OCEANAIR,2014-10-01,287
TAMPA CARGO,2014-02-01,0
INTEREJECUTIVA,2015-01-01,300
RIO SUR,2015-03-01,47
TAC,2015-06-01,4629
AMERICA´S AIR SAS,2015-07-01,335
CENTURION AIR CARGO COLOMBIA,2015-11-01,0
FEDERAL EXPRESS CORPORATION,2015-09-01,0
KLM,2015-11-01,4343
AMERICA´S AIR SAS,2020-11-01,1932
HELICOL,2021-12-01,3809
SAER,2020-10-01,192
SAVIARE LTDA,2020-06-01,150
MAS AIR,2020-05-01,0
MARTINAIR,2020-09-01,0
TURKISH AIRLINES INC,2020-08-01,0
AEROSUCRE,2021-05-01,0
AEROCOL S.A.S,2017-01-06,113
HELISTAR S.A.S,2017-01-03,89
AEXPA,2017-01-10,730
AEROCOL S.A.S,2019-01-01,260
CENTRAL CHARTER,2015-07-01,37
HELICOL,2015-03-01,5648
INSEL AIR,2015-08-01,1901
OCEANAIR,2015-04-01,312
RIO SUR,2022-04-01,83
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2021-08-01,0
UNITED PARCEL SERVICE,2020-12-01,0
AERUPIA SAS,2020-04-01,30
VIANA S.A.S,2020-02-01,249
CHARTER DEL CARIBE S.A.,2020-10-01,69
ARO S.A.S.,2022-02-01,840
AEROLINEAS ARGENTINAS,2020-01-01,12704
HELIGOLFO S.A.S,2021-05-01,2086
COPA,2021-06-01,190312
ALLAS S.A.S,2022-07-01,462
AER CARIBE,2017-01-02,0
FLEXAIR S.A.S,2017-01-05,730
LADECO,2017-01-10,0
AVIOCESAR,2017-01-09,64
FEDERAL EXPRESS CORPORATION,2019-02-01,0
SATENA,2019-06-01,96365
AIR EUROPA,2019-03-01,14188
VERTICAL DE AVIACION,2014-04-01,35
SAER,2014-09-01,548
AEROLINEAS ALAS DE COLOMBIA LTDA.,2014-03-01,1302
HELI JET SAS,2014-11-01,52
AER CARIBE,2014-02-01,154
SOLAIR S.A.S,2014-09-01,111
INTERJET,2014-01-01,7853
SKY LEASE,2014-07-01,0
MARTINAIR,2014-04-01,0
UNITED AIR LINES INC,2014-07-01,24953
ARO LTDA,2015-05-01,0
SEARCA S.A.,2015-08-01,7663
AVIANCA,2015-05-01,1412637
IBERIA,2015-11-01,19135
SATENA,2015-12-01,91558
TRANS AMERICAN AIR LINES,2015-03-01,36876
HELISAS S.A.S,2022-04-01,249
NORTHERN AIR CARGO,2022-04-01,0
SKY AIRLINE,2022-12-01,4641
SARPA S.A.S,2020-03-01,9852
LADECO,2020-08-01,0
GOOD FLY CO SAS,2021-02-01,254
TAERCO,2021-03-01,170
HELISTAR S.A.S,2021-03-01,320
LAS,2021-06-01,0
CUBANA,2017-01-03,467
RIO SUR,2017-01-02,48
DELTA,2017-01-09,12318
AIR EUROPA,2019-02-01,13410
ALPES S.A.S,2014-09-01,714
AERO TAXI GUAYMARAL,2014-01-01,64
TAXCO,2014-08-01,40
CHARTER DEL CARIBE S.A.,2014-01-01,151
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-12-01,0
TACA S.A.S,2015-09-01,432
TAC,2015-08-01,6023
CUBANA,2015-11-01,371
SPIRIT AIRLINES,2015-11-01,22347
SPIRIT AIRLINES,2015-03-01,25754
"AVIOR AIRLINES,C.A.",2015-12-01,7851
AEROSUCRE,2022-08-01,0
CHARTER DEL CARIBE S.A.,2022-01-01,28
AEROGAL,2020-03-01,101433
SIDFIN AIR LIMITED,2020-02-01,0
SAER,2021-06-01,156
AMERICAN,2021-06-01,281983
HELISTAR S.A.S,2021-05-01,348
SKY AIRLINE,2021-01-01,2368
TACA INTERNATIONAL,2021-03-01,3148
AEXPA,2017-01-07,749
AERO TAXI GUAYMARAL,2019-01-01,101
DELTA,2019-02-01,11860
LASER AEREO S.A.S,2019-02-01,673
AIR TRANSAT,2019-03-01,4842
AEROMENEGUA,2014-02-01,529
AER CARIBE,2014-08-01,35
CHARTER DEL CARIBE S.A.,2014-07-01,118
LUFTHANSA,2014-10-01,16576
SAER,2015-11-01,361
HELI JET SAS,2015-12-01,238
ASES LTDA.,2015-10-01,32
INTERJET,2015-01-01,11136
DELTA,2015-11-01,10548
EASYFLY S.A,2015-03-01,74286
AEROGAL,2015-03-01,67875
SADELCA,2015-05-01,68
SAVIARE LTDA,2020-11-01,378
CHARTER DEL CARIBE S.A.,2020-11-01,12
AERO TAXI GUAYMARAL,2021-04-01,22
JETBLUE AIRWAYS,2021-04-01,30948
SATENA,2021-04-01,122904
AMERICA´S AIR SAS,2022-08-01,182
SATENA,2021-12-01,85621
AER CARIBE,2022-12-01,0
ARO LTDA,2021-01-01,576
AER CARIBE,2022-01-01,0
AIR CANADA,2020-07-01,0
LAS,2020-05-01,0
VIVA AIR,2020-04-01,8412
LUFTHANSA,2022-02-01,4869
FEDERAL EXPRESS CORPORATION,2021-05-01,0
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2021-07-01,0
VIVA AIR,2021-05-01,522992
AERO TAXI GUAYMARAL,2022-07-01,0
HELICOL,2019-04-01,4587
AIR CANADA,2017-01-08,10343
SAVIARE LTDA,2017-01-04,175
AEROCHARTER ANDINA S.A.S.,2017-01-04,98
SOLAIR S.A.S,2019-02-01,205
NO REGISTRA,2014-07-01,823
LASER AEREO S.A.S,2014-04-01,551
ADA,2014-03-01,22657
DHL AERO EXPRESO,2014-12-01,0
EASYFLY S.A,2014-12-01,75785
ALPES S.A.S,2015-10-01,548
AVIOICHARTER LIMITADA,2015-08-01,331
AMERICAN,2015-07-01,63415
LUFTHANSA,2015-10-01,13928
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2015-05-01,0
TAP PORTUGAL SUCURSAL COLOMBIA,2015-12-01,3269
TAMPA CARGO,2015-11-01,0
CONVIASA,2015-01-01,7562
SAE,2022-04-01,159
AVIANCA,2022-12-01,1330146
AEROMENEGUA,2020-10-01,99
VIANA S.A.S,2020-08-01,90
FEDERAL EXPRESS CORPORATION,2020-03-01,0
UNITED PARCEL SERVICE,2020-04-01,0
AER CARIBE,2021-03-01,0
DELTA,2017-01-05,13469
EASYFLY S.A,2017-01-03,78538
KLM,2017-01-02,6478
AIR PANAMA,2017-01-01,7385
AEROCOL S.A.S,2017-01-05,81
AVIOCESAR,2017-01-08,34
AMERICA´S AIR SAS,2017-01-06,254
MAS AIR,2019-01-01,0
INTEREJECUTIVA,2019-02-01,250
AIR PANAMA,2014-08-01,1192
UNITED AIR LINES INC,2014-06-01,23547
HELI JET SAS,2015-06-01,129
CHARTER EXPRESS SAS,2015-06-01,451
LACSA,2015-10-01,11132
SOLAIR S.A.S,2020-11-01,1047
AERO APOYO,2021-08-01,99
VIANA S.A.S,2020-12-01,288
IBERIA,2021-01-01,1908
AVIANLINE CHARTE´S S.A.S.,2022-01-01,682
AERO APOYO,2020-10-01,156
