Nombre_Empresa_clean,Fecha,pasajeros
AEROREPUBLICA,2003-08-01,164747
SELVA,2003-06-01,0
AVIOCESAR,2003-01-01,181
CONTINENTAL,2004-03-01,10418
PANAVIA,2004-09-01,0
AVIHECO,2004-04-01,18
TAERCO,2004-06-01,370
ARROW,2005-12-01,0
CONTINENTAL,2005-08-01,15333
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2005-11-01,0
TAXI AEREO CUSIANA LTDA,2005-12-01,84
AEROCHARTER ANDINA S.A.S.,2005-05-01,70
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2005-08-01,234
HELI JET SAS,2005-12-01,671
SAM,2006-03-01,64108
AERO APOYO,2006-01-01,399
HELIFLY,2006-11-01,0
RIO SUR,2006-11-01,708
AVIOICHARTER LIMITADA,2006-02-01,95
AER CARIBE,2006-10-01,9
AIR COLOMBIA,2006-01-01,0
ALIANSA,2006-08-01,629
SATENA,2007-06-01,82024
ALFUTURO,2007-09-01,108
TAXI AEREO CUSIANA LTDA,2007-08-01,191
SAM,2008-02-01,162731
VIARCO,2008-09-01,299
COSMOS S.A.,2009-06-01,0
VENSECAR C.A.,2009-07-01,0
SAVIARE LTDA,2009-03-01,295
NACIONAL DE AVIACION S.A.S,2009-12-01,387
CUBANA,2000-04-01,1874
SAEP,2000-06-01,0
ALPES S.A.S,2000-03-01,257
TACA S.A.S,2000-12-01,2
LATAM,2001-07-01,50672
SADELCA,2001-04-01,0
TRANS AMERICAN AIR LINES,2001-05-01,2031
AERUPIA SAS,2001-04-01,318
PORTENA,2001-08-01,112
SALLA,2001-06-01,9
VIANA S.A.S,2001-12-01,46
CONTINENTAL,2002-10-01,11113
DELTA,2002-07-01,8694
SATENA,2002-03-01,34458
HELIANDES,2002-06-01,185
HELICOL,2003-03-01,7200
AEROREPUBLICA,2003-03-01,87481
VARIG,2003-12-01,3746
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2004-03-01,0
VENSECAR C.A.,2004-06-01,0
AEXPA,2004-12-01,1122
ALIANSA,2004-01-01,0
VIARCO,2005-11-01,1314
AIR CANADA,2006-11-01,1925
VENSECAR C.A.,2006-11-01,0
SAER,2006-09-01,312
CUBANA,2007-11-01,801
TAMPA CARGO,2007-12-01,0
SAVIARE LTDA,2007-12-01,334
SEARCA S.A.,2007-12-01,13286
TAC,2007-05-01,781
NATIVA SA,2007-01-01,230
NACIONAL DE AVIACION S.A.S,2007-11-01,8
AIR TRANSAT,2008-03-01,4587
AEROCHARTER ANDINA S.A.S.,2008-10-01,67
NACIONAL DE AVIACION S.A.S,2008-08-01,841
LATAM,2009-06-01,155770
EASYFLY S.A,2009-09-01,21771
SADELCA,2009-05-01,513
ABSA,2009-10-01,0
AEROMENEGUA,2009-09-01,470
AERUPIA SAS,2009-05-01,603
ARO LTDA,2009-11-01,221
HELISTAR S.A.S,2009-03-01,30
AIR CANADA,2010-01-01,4972
AERUPIA SAS,2000-02-01,457
ACES,2001-04-01,191547
CENTRAL CHARTER,2001-04-01,60
CUBANA,2001-08-01,1883
RIO SUR,2001-02-01,136
SAER,2001-06-01,150
AMERICAN,2002-03-01,23599
SERVIVENSA,2002-01-01,4408
AEROCOL S.A.S,2002-08-01,660
STARBLUE AIRLINES,2002-11-01,214
HELIFLY,2002-12-01,1090
VERTICAL DE AVIACION,2002-02-01,1352
TAERCO,2002-08-01,170
APSA,2003-08-01,317
VENSECAR C.A.,2003-09-01,0
TACA S.A.S,2003-11-01,0
TRANSORIENTE,2003-09-01,104
AEROPOSTAL,2004-08-01,6770
AEROMEL LTDA,2004-09-01,48
VIANA S.A.S,2004-08-01,41
NATIVA SA,2004-11-01,527
HELI JET SAS,2004-08-01,73
AVIANCA,2005-08-01,476145
BRITISH AIRWAYS,2005-01-01,3726
PETROLEUM,2005-04-01,110
SADELCA,2005-09-01,119
TRADEWINDS AIRLINES COLOMBIA,2005-04-01,0
SEARCA S.A.,2005-01-01,8433
TARI,2005-10-01,36
AIR COLOMBIA,2005-11-01,0
AEROGAL,2006-07-01,417
AIR COMET,2006-03-01,5775
HELICARGO S.A.,2006-03-01,66
SEARCA S.A.,2006-04-01,7406
CUBANA,2007-10-01,881
CENTURION AIR CARGO COLOMBIA,2007-08-01,0
LAS,2007-11-01,0
TRANS AMERICAN AIR LINES,2007-04-01,8017
AEROCOL S.A.S,2007-03-01,516
AVIOICHARTER LIMITADA,2007-01-01,117
AIR CANADA,2008-08-01,4977
CENTURION AIR CARGO COLOMBIA,2008-09-01,0
ARO LTDA,2008-01-01,131
COPA,2009-03-01,30089
AERUPIA SAS,2009-04-01,566
ALFUTURO,2009-02-01,160
ARO LTDA,2009-04-01,44
AIR COLOMBIA,2009-07-01,0
SERVIVENSA,2000-06-01,3301
AVIAPA,2000-05-01,806
HELISERVICE,2000-11-01,42
AEROTACA,2001-03-01,3075
SERVIVENSA,2001-01-01,4662
AEROCOL S.A.S,2001-03-01,743
SAER,2001-10-01,316
DELTA,2002-10-01,5389
ABSA,2002-02-01,0
AVIHECO,2002-03-01,0
SASA,2002-10-01,24
ALIANSA,2002-03-01,0
LATAM,2003-05-01,49175
HELICOL,2003-04-01,7641
WEST CARIBBEAN,2003-01-01,30750
VIANA S.A.S,2003-02-01,64
LATAM,2004-08-01,70664
SELVA,2004-07-01,5
CHALLENGE,2004-05-01,0
TAXI AEREO CUSIANA LTDA,2004-09-01,31
TAC,2004-09-01,932
SATENA,2005-06-01,55035
AEROREPUBLICA,2005-01-01,184343
SADELCA,2005-04-01,255
SELVA,2005-10-01,0
SARPA S.A.S,2005-09-01,1379
AIR FRANCE,2006-06-01,15085
AIR MADRD,2006-07-01,6480
STARBLUE AIRLINES,2006-11-01,154
ALFUTURO,2006-06-01,124
HELIFLY,2006-10-01,0
CONDOR,2006-11-01,502
TAERCO,2006-07-01,204
CENTRAL CHARTER,2007-11-01,450
CONTINENTAL,2007-03-01,14440
AIR COMET,2007-10-01,5458
MEXICANA,2007-05-01,8256
UNITED PARCEL SERVICE,2007-09-01,0
CHARTER DEL CARIBE S.A.,2007-03-01,44
"ATLAS AIRLINES (MUNCE,IN)",2008-01-01,0
COPA,2008-05-01,38029
ARKAS S.A.,2008-06-01,0
SAEP,2008-09-01,0
AEROREPUBLICA,2008-04-01,132212
ALLAS S.A.S,2008-09-01,181
TAXI AEREO CUSIANA LTDA,2008-01-01,80
AIR COLOMBIA,2008-04-01,0
CENTRAL CHARTER,2009-04-01,49
CONTINENTAL,2009-01-01,19325
AEROSUCRE,2009-10-01,0
PETROLEUM,2009-06-01,2037
CENTRAL CHARTER,2010-08-01,153
INTER,2000-12-01,33732
CHALLENGE,2000-05-01,0
AERO APOYO,2000-10-01,227
LUFTHANSA,2001-08-01,5421
AEROSUCRE,2001-11-01,0
AVIHECO,2001-01-01,38
LATINA DE AVIACION,2001-05-01,1799
SAVIARE LTDA,2001-04-01,829
TACA S.A.S,2001-09-01,23
AMERICAN,2002-06-01,30626
AEROCONTINENTE,2002-07-01,2502
SAEP,2002-02-01,0
MAS AIR,2002-10-01,0
ARROW,2003-07-01,0
LATAM,2003-07-01,57950
LATAM,2003-06-01,46599
AEROREPUBLICA,2003-01-01,142478
SAVIARE LTDA,2003-12-01,893
AEROPOSTAL,2004-01-01,6631
BRITISH AIRWAYS,2004-08-01,2833
AEROSUCRE,2004-11-01,0
VARIG,2004-09-01,4068
INTEREJECUTIVA,2004-03-01,72
CENTURION AIR CARGO COLOMBIA,2005-07-01,0
LACSA,2005-11-01,6531
UNITED PARCEL SERVICE,2005-07-01,0
TAN LTDA,2005-12-01,81
CARGOLUX AIRLINES INTERNATIONAL S.A.,2006-01-01,0
COPA,2006-06-01,38251
SAEP,2006-06-01,0
STARBLUE AIRLINES,2006-07-01,95
HELI JET SAS,2006-06-01,309
ADA,2007-12-01,17815
SOUTHERN AIR INC.,2007-05-01,0
TRANS AMERICAN AIR LINES,2007-02-01,9303
VRG LINHAS AEREAS,2007-09-01,2806
STARBLUE AIRLINES,2007-09-01,242
AEROMEL LTDA,2007-06-01,90
SAER,2007-05-01,607
TAN LTDA,2007-11-01,31
ARROW,2008-07-01,0
CIELOS DEL PERU S.A.,2008-06-01,0
GEMINI AIR CARGO,2008-07-01,0
ABSA,2008-11-01,0
VENSECAR C.A.,2008-02-01,0
AERO APOYO,2008-03-01,389
AERUPIA SAS,2008-04-01,832
SAER,2008-01-01,376
AEXPA,2008-01-01,1286
ARO LTDA,2009-02-01,133
SADELCA,2000-07-01,0
AEROCOL S.A.S,2000-03-01,681
TECNIAEREAS,2000-11-01,6
LATAM,2001-12-01,51397
COPA,2001-10-01,20056
AEROREPUBLICA,2001-07-01,117968
SEARCA S.A.,2001-09-01,2148
AIR FRANCE,2002-07-01,7731
SERVIVENSA,2002-06-01,1196
AEROCOL S.A.S,2002-03-01,502
VIANA S.A.S,2002-05-01,110
CENTRAL CHARTER,2003-10-01,382
FEDERAL EXPRESS CORPORATION,2003-03-01,0
INTER,2003-04-01,19248
INTER,2003-10-01,23811
LACSA,2003-01-01,10344
ALFUTURO,2003-07-01,195
SAVIARE LTDA,2003-04-01,543
SEARCA S.A.,2003-10-01,6425
AIR COLOMBIA,2003-04-01,0
AIR COLOMBIA,2003-06-01,0
AEROPOSTAL,2004-09-01,5988
COPA,2004-02-01,21520
LACSA,2004-08-01,10435
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2004-10-01,1724
NATIVA SA,2004-04-01,40
AIR FRANCE,2005-04-01,10537
ARROW,2005-08-01,0
SKYSERVICE F.B.O. INC.,2005-12-01,308
TRANS AMERICAN AIR LINES,2005-11-01,6000
TRADEWINDS AIRLINES COLOMBIA,2005-10-01,0
AERO APOYO,2005-08-01,343
CONDOR,2005-02-01,161
VIARCO,2005-08-01,837
ALPES S.A.S,2006-06-01,1033
AEROLINEAS ALAS DE COLOMBIA LTDA.,2006-01-01,12
ADA,2007-03-01,15582
"ATLAS AIRLINES (MUNCE,IN)",2007-08-01,0
AVIANCA,2007-01-01,509734
DUTCH ANTILLES EXPRESS,2007-10-01,425
AEROSUCRE,2007-04-01,0
MARTINAIR,2008-02-01,0
NACIONAL DE AVIACION S.A.S,2008-03-01,1101
CARGOLUX AIRLINES INTERNATIONAL S.A.,2009-10-01,0
UNITED PARCEL SERVICE,2009-08-01,0
VENSECAR C.A.,2009-01-01,0
AERUPIA SAS,2009-01-01,645
SEARCA S.A.,2009-10-01,12808
FEDERAL EXPRESS CORPORATION,2000-09-01,0
SAEP,2000-12-01,0
STARBLUE AIRLINES,2000-01-01,96
HELIANDES,2000-12-01,2635
TAG AVIATION,2000-12-01,198
AMERICAN,2001-01-01,38363
SAEP,2001-10-01,0
ADES,2001-08-01,462
AEROCHARTER DE COLOMBIA,2001-04-01,21
SADA,2001-03-01,42
EXPORT AIR DEL PERU,2002-07-01,0
SAEP,2002-10-01,0
SOUTHERN AIR INC.,2002-04-01,0
LAS,2003-02-01,0
ADES,2003-03-01,224
CONDOR,2003-11-01,100
AVIANCA,2004-03-01,324084
GEMINI AIR CARGO,2004-05-01,0
LLOYD BOLIVIANO,2004-03-01,1575
VIARCO,2004-08-01,1303
AIR FRANCE,2005-10-01,12952
AVIANCA,2005-06-01,432931
STARBLUE AIRLINES,2005-12-01,200
SELVA,2006-10-01,752
AEROMENEGUA,2006-05-01,762
SAER,2006-07-01,371
SAER,2006-08-01,399
VIANA S.A.S,2006-03-01,48
ALLAS S.A.S,2007-04-01,272
ADA,2008-02-01,14923
ARKAS S.A.,2008-11-01,0
LATAM,2009-09-01,198445
LUFTHANSA CARGO,2009-12-01,0
SAM,2009-10-01,202193
ABSA,2009-12-01,0
ALLAS S.A.S,2009-05-01,401
MARTINAIR,2000-03-01,0
AERO APOYO,2000-11-01,306
RIO SUR,2000-08-01,146
SEARCA S.A.,2000-09-01,3732
VIARCO,2001-09-01,939
PANAVIA,2002-07-01,0
ALLAS S.A.S,2002-06-01,84
TECNIAEREAS,2002-03-01,9
VIARCO,2002-08-01,602
CENTRAL CHARTER,2003-03-01,53
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2003-10-01,0
AEROSUCRE,2003-01-01,0
VARIG,2003-07-01,3925
IBERIA,2004-07-01,13284
LACSA,2004-12-01,10293
AEROREPUBLICA,2004-06-01,160733
AVIHECO,2004-06-01,0
LATINA DE AVIACION,2004-09-01,157
HELI JET SAS,2004-10-01,40
COPA,2005-01-01,31854
SAVIARE LTDA,2005-03-01,468
SASA,2006-06-01,67
CENTRAL CHARTER,2007-04-01,64
ADA,2007-09-01,15811
SADELCA,2007-08-01,306
SADELCA,2007-04-01,324
TAMPA CARGO,2007-08-01,0
SARPA S.A.S,2007-05-01,1016
AVIANCA,2008-03-01,464073
MAS AIR,2008-09-01,0
AIR COMET,2008-04-01,3651
UNITED PARCEL SERVICE,2008-07-01,0
SARPA S.A.S,2008-08-01,4673
SARPA S.A.S,2008-04-01,2142
LUFTHANSA CARGO,2009-10-01,0
AEROSUCRE,2009-01-01,0
STARBLUE AIRLINES,2009-07-01,180
MEXICANA,2000-03-01,2924
ALPES S.A.S,2000-06-01,485
TAC,2000-10-01,2
AIR FRANCE,2001-07-01,6267
CUBANA,2001-01-01,2178
INTER,2001-04-01,26788
HELIFLY,2001-04-01,0
HELISERVICE,2001-01-01,62
ALIANSA,2001-08-01,0
DELTA,2002-01-01,7527
VENSECAR C.A.,2002-12-01,0
SAVIARE LTDA,2002-08-01,785
BRITISH AIRWAYS,2003-06-01,2581
DELTA,2003-10-01,5965
A.T.&S.,2003-11-01,196
ORION CARGO,2003-01-01,0
ARROW,2004-02-01,0
AVIANCA,2004-12-01,408376
STARBLUE AIRLINES,2004-05-01,142
AEROMEL LTDA,2004-03-01,313
REGION AIR,2004-10-01,1161
AIR MADRD,2005-08-01,5048
PETROLEUM,2005-05-01,15
VENSECAR C.A.,2005-02-01,0
AERO APOYO,2005-09-01,359
SEARCA S.A.,2005-08-01,9513
ADA,2006-02-01,13447
AEROSUCRE,2006-06-01,0
SAM,2006-10-01,120127
AEROCOL S.A.S,2006-02-01,423
SAVIARE LTDA,2006-07-01,1027
A.T.&S.,2006-04-01,144
HELIGOLFO S.A.S,2006-12-01,323
SETA S.A.,2006-06-01,19
LATAM,2007-07-01,86169
DELTA,2007-10-01,7736
FEDERAL EXPRESS CORPORATION,2007-09-01,0
TAC,2007-01-01,2643
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2008-06-01,0
AIR COMET,2008-06-01,5624
APT,2008-09-01,50
SAER,2008-06-01,133
TARI,2008-02-01,47
AIR CANADA,2009-03-01,4316
FEDERAL EXPRESS CORPORATION,2009-09-01,0
LACSA,2009-09-01,5264
TRANS AMERICAN AIR LINES,2009-02-01,11423
STARBLUE AIRLINES,2009-03-01,151
NACIONAL DE AVIACION S.A.S,2008-09-01,291
SANTA BARBARA,2000-05-01,533
COPA,2000-04-01,20737
MEXICANA,2000-05-01,3288
SATENA,2000-04-01,26889
RIO SUR,2000-10-01,223
TAXA,2001-06-01,108
"ATLAS AIRLINES (MUNCE,IN)",2002-08-01,0
CONTINENTAL,2002-12-01,13312
HELICOL,2002-05-01,6597
AERO APOYO,2002-04-01,195
HELIANDES,2002-02-01,170
HELISERVICE,2002-03-01,46
SEARCA S.A.,2002-04-01,3355
INTER,2003-02-01,22137
SAEP,2003-07-01,0
LAS,2003-01-01,0
VENSECAR C.A.,2003-01-01,0
TAMPA CARGO,2004-06-01,0
INTEREJECUTIVA,2004-07-01,87
TAERCO,2004-03-01,184
TARI,2004-09-01,133
A.T.&S.,2004-12-01,737
AIR COLOMBIA,2004-02-01,0
CAYMAN AIRWAYS,2005-12-01,87
MEXICANA,2005-04-01,5516
UNITED PARCEL SERVICE,2005-10-01,0
AVIOCESAR,2005-08-01,274
HELIANDES,2005-06-01,0
TAG AVIATION,2005-02-01,39
VIANA S.A.S,2005-07-01,62
AVIOICHARTER LIMITADA,2005-12-01,108
LACSA,2006-10-01,8901
TRANS AMERICAN AIR LINES,2006-07-01,8468
AEROMENEGUA,2006-06-01,972
CONDOR,2006-09-01,161
SAVIARE LTDA,2006-11-01,430
SEARCA S.A.,2006-03-01,7085
CENTRAL CHARTER,2007-09-01,255
EASYFLY S.A,2007-12-01,7543
SAM,2007-03-01,131824
ABSA,2007-02-01,0
VRG LINHAS AEREAS,2007-05-01,2465
CONDOR,2007-03-01,189
HELIGOLFO S.A.S,2007-08-01,545
CONTINENTAL,2008-04-01,13544
STARBLUE AIRLINES,2008-05-01,198
AEROMENEGUA,2008-09-01,493
ARKAS S.A.,2009-02-01,0
MARTINAIR,2009-04-01,0
PETROLEUM,2009-11-01,2225
SAM,2009-04-01,180834
AVIOCESAR,2009-01-01,406
BRITISH AIRWAYS,2000-08-01,2810
BRITISH AIRWAYS,2000-09-01,2414
HELICOL,2000-06-01,5293
AEROCOL S.A.S,2000-09-01,376
AEROMEL LTDA,2000-11-01,57
HELIFLY,2000-03-01,23
ORION CARGO,2000-05-01,0
LATAM,2001-11-01,46582
AERO APOYO,2001-05-01,325
HELISERVICE,2001-02-01,22
INTER,2002-07-01,35257
APT,2002-08-01,42
AERO APOYO,2002-03-01,558
AEROMENEGUA,2002-04-01,1449
HELIFLY,2002-02-01,8
SALLA,2002-09-01,617
PANAVIA,2003-01-01,0
PANAVIA,2003-12-01,0
ALLAS S.A.S,2003-12-01,303
AVIHECO,2003-12-01,0
AERO PAZ S.A.,2003-09-01,144
ALIANSA,2003-07-01,0
SATENA,2004-05-01,53328
PANAVIA,2004-04-01,0
CENTRAL CHARTER,2005-05-01,222
CUBANA,2005-10-01,885
CUBANA,2005-08-01,867
MARTINAIR,2005-01-01,0
AEROMENEGUA,2005-11-01,729
ALPES S.A.S,2005-08-01,747
SEARCA S.A.,2005-05-01,6989
VIARCO,2005-07-01,838
HELI JET SAS,2005-11-01,157
AEROPOSTAL,2006-03-01,5051
AEROLINEAS ARGENTINAS,2006-06-01,2861
TRANS AMERICAN AIR LINES,2006-04-01,6378
AEROCOL S.A.S,2006-11-01,380
CONDOR,2006-01-01,277
SARPA S.A.S,2006-05-01,1118
AIR COLOMBIA,2006-12-01,0
CENTRAL CHARTER,2007-06-01,424
CARGOLUX AIRLINES INTERNATIONAL S.A.,2007-09-01,0
TRANS AMERICAN AIR LINES,2007-05-01,9334
AIR TRANSAT,2007-02-01,3987
HELIGOLFO S.A.S,2007-01-01,151
AEROGAL,2008-02-01,4831
AVIOCESAR,2008-11-01,410
TIARA,2009-11-01,190
CUBANA,2001-02-01,987
DELTA,2001-10-01,4023
DELTA,2001-11-01,4367
GEMINI AIR CARGO,2001-05-01,0
GEMINI AIR CARGO,2001-11-01,0
TRANS AMERICAN AIR LINES,2001-03-01,2663
ALPES S.A.S,2001-12-01,384
PORTENA,2001-07-01,176
SADI,2001-03-01,94
TACA S.A.S,2001-12-01,78
INTER,2002-10-01,28324
AVIOCESAR,2002-05-01,205
TAC,2002-03-01,200
AEROTACA,2003-02-01,2227
AEROREPUBLICA,2003-04-01,104972
ABSA,2003-03-01,0
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2003-03-01,267
LLOYD BOLIVIANO,2004-10-01,1745
WEST CARIBBEAN COSTA RICA S.A.,2004-08-01,693
ALPES S.A.S,2004-10-01,590
SEARCA S.A.,2004-07-01,4518
VIANA S.A.S,2004-03-01,32
CAPITAL EXPRESS S.A.,2004-12-01,39
AIR CANADA,2005-11-01,2087
AIR COMET,2005-10-01,4762
TRADEWINDS AIRLINES COLOMBIA,2005-09-01,0
AEROCOL S.A.S,2005-01-01,429
TAC,2005-11-01,2062
SETA S.A.,2005-06-01,27
ARROW,2006-08-01,0
AEROREPUBLICA,2006-02-01,137051
HELICARGO S.A.,2006-07-01,43
TAC,2006-12-01,2643
CHARTER DEL CARIBE S.A.,2006-02-01,89
CENTURION AIR CARGO COLOMBIA,2007-09-01,0
DELTA,2007-11-01,8046
MARTINAIR,2007-07-01,0
ALLAS S.A.S,2007-02-01,163
IBERIA,2008-01-01,23519
SAM,2008-10-01,180885
SOUTHERN AIR INC.,2008-07-01,0
AERO APOYO,2008-12-01,354
STARBLUE AIRLINES,2008-12-01,174
ALPES S.A.S,2008-03-01,914
RIO SUR,2008-04-01,193
DELTA,2009-08-01,15489
LUFTHANSA CARGO,2009-08-01,0
MARTINAIR,2009-12-01,0
LLOYD BOLIVIANO,2000-10-01,1147
SADELCA,2000-11-01,0
AERUPIA SAS,2000-04-01,242
AMERICAN,2001-10-01,21032
SANTA BARBARA,2001-04-01,631
SANTA BARBARA,2001-07-01,644
LACSA,2001-07-01,9874
SATENA,2001-04-01,36927
APT,2001-04-01,30
TAMPA CARGO,2001-11-01,0
AEROMEL LTDA,2001-07-01,327
TAG AVIATION,2001-07-01,243
EXPORT AIR DEL PERU,2002-08-01,0
TRANSORIENTE,2002-12-01,219
APSA,2003-04-01,98
PANAVIA,2003-10-01,0
HELICARGO S.A.,2003-03-01,933
AEROMENEGUA,2004-09-01,1402
AVIHECO,2004-07-01,0
VIARCO,2004-07-01,1085
AIR CANADA,2005-07-01,2760
CIELOS DEL PERU S.A.,2005-02-01,0
CARGOLUX AIRLINES INTERNATIONAL S.A.,2005-01-01,0
AIR MADRD,2005-04-01,2730
SAM,2005-10-01,68094
VENSECAR C.A.,2005-06-01,0
AVIOCESAR,2005-06-01,272
CONDOR,2005-12-01,406
AVIANCA,2006-04-01,430904
AVIHECO,2006-03-01,26
IBERIA,2007-12-01,17813
SELVA,2007-09-01,322
UNITED PARCEL SERVICE,2007-11-01,0
NATIVA SA,2007-07-01,170
NACIONAL DE AVIACION S.A.S,2007-07-01,1092
CENTRAL CHARTER,2008-01-01,3160
AVIANCA,2008-05-01,454603
AEROSUCRE,2008-08-01,0
APT,2008-06-01,26
SADELCA,2008-02-01,402
AERO APOYO,2008-10-01,502
RIO SUR,2008-10-01,107
AEROLINEAS ALAS DE COLOMBIA LTDA.,2008-04-01,71
CARGOLUX AIRLINES INTERNATIONAL S.A.,2009-02-01,0
IBERIA,2009-03-01,16268
LAS,2009-08-01,0
VERTICAL DE AVIACION,2009-01-01,262
AEROLINEAS ALAS DE COLOMBIA LTDA.,2009-08-01,172
HELISERVICE,2000-10-01,35
SALLA,2000-02-01,41
SERVIVENSA,2001-02-01,1882
TAMPA CARGO,2001-04-01,0
AMERICAN,2002-10-01,22063
SAEP,2002-06-01,0
LAS,2002-08-01,0
LLOYD BOLIVIANO,2002-11-01,939
LACSA,2002-12-01,8266
PETROLEUM,2003-08-01,35
PANAVIA,2003-08-01,0
AERO APOYO,2003-08-01,337
RIO SUR,2003-08-01,56
CONTINENTAL,2004-07-01,14913
LAS,2004-08-01,0
LACSA,2004-06-01,10155
MEXICANA,2004-08-01,6600
ALFUTURO,2004-10-01,92
SEARCA S.A.,2004-05-01,5018
AEROLINEAS ALAS DE COLOMBIA LTDA.,2004-04-01,12
AMERICAN,2005-10-01,28070
"ATLAS AIRLINES (MUNCE,IN)",2005-06-01,0
CARGOLUX AIRLINES INTERNATIONAL S.A.,2005-12-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2005-10-01,0
SAEP,2005-03-01,0
SAEP,2005-01-01,0
AEROMEL LTDA,2005-07-01,318
HELIGOLFO S.A.S,2005-10-01,232
REGION AIR,2005-09-01,1022
DELTA,2006-01-01,9098
LLOYD BOLIVIANO,2006-12-01,1741
APT,2006-01-01,63
ABSA,2006-07-01,0
AEXPA,2006-06-01,1019
HELI JET SAS,2006-08-01,473
HELIGOLFO S.A.S,2006-06-01,454
AER CARIBE,2006-01-01,25
REGION AIR,2006-10-01,563
AIR CANADA,2007-10-01,3792
AEROLINEAS ARGENTINAS,2007-06-01,2130
AVIANCA,2007-06-01,470602
SAM,2007-01-01,136670
VRG LINHAS AEREAS,2007-12-01,4300
TARI,2007-03-01,19
AIR CANADA,2008-11-01,3711
AIR FRANCE,2008-04-01,13743
ADA,2008-12-01,14679
LATAM,2008-02-01,86064
IBERIA,2008-02-01,19096
HELIFLY,2008-04-01,0
TAXI AEREO CUSIANA LTDA,2008-10-01,313
HELIGOLFO S.A.S,2008-10-01,283
TAN LTDA,2008-04-01,41
COPA,2009-12-01,35041
AEROGAL,2009-01-01,4211
LAS,2009-09-01,0
VRG LINHAS AEREAS,2009-02-01,2814
ABX AIR INC,2010-06-01,0
AVIAPA,2000-12-01,1224
AVIANCA,2001-03-01,249616
LACSA,2001-06-01,8221
SATENA,2001-12-01,45368
PETROLEUM,2001-01-01,12
TAXA,2001-03-01,94
TAXA,2001-05-01,76
RIO SUR,2001-05-01,88
AEROPOSTAL,2002-03-01,2885
CONTINENTAL,2002-07-01,13427
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2002-03-01,0
SAEP,2002-05-01,0
PETROLEUM,2002-07-01,22
UNITED PARCEL SERVICE,2002-01-01,0
IBERIA,2003-12-01,13218
LLOYD BOLIVIANO,2003-12-01,2702
TAMPA CARGO,2003-05-01,0
WEST CARIBBEAN,2003-10-01,28439
ALFUTURO,2003-06-01,107
AEROPOSTAL,2004-05-01,4442
ARROW,2004-12-01,0
BRITISH AIRWAYS,2004-11-01,2918
SAM,2004-07-01,81011
TRANS AMERICAN AIR LINES,2004-02-01,2506
AVIOCESAR,2004-07-01,403
RIO SUR,2004-04-01,52
"AEROJET DE3 COSTA RICA, S.A.",2005-08-01,0
AEROSUCRE,2005-09-01,0
PANAVIA,2005-06-01,0
AERO APOYO,2005-04-01,212
CUBANA,2006-11-01,732
CUBANA,2006-04-01,1283
SELVA,2006-02-01,0
TARI,2006-01-01,76
TARI,2006-12-01,20
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2006-12-01,165
AVIOICHARTER LIMITADA,2006-11-01,187
CENTURION AIR CARGO COLOMBIA,2007-07-01,0
LACSA,2007-11-01,9526
ALLAS S.A.S,2007-12-01,433
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2007-04-01,150
HELIGOLFO S.A.S,2007-10-01,448
EASYFLY S.A,2008-03-01,10809
LAS,2008-04-01,0
SELVA,2008-07-01,0
TAMPA CARGO,2008-12-01,0
VERTICAL DE AVIACION,2008-09-01,289
TARI,2008-10-01,410
CUBANA,2009-07-01,2151
SARPA S.A.S,2009-01-01,352
AIR COLOMBIA,2009-12-01,0
CONDOR,2000-10-01,755
ACES,2001-03-01,186259
COPA,2001-01-01,25463
GEMINI AIR CARGO,2001-09-01,0
LAS,2001-10-01,0
SAM,2001-10-01,61349
ADES,2001-11-01,637
AEROCHARTER DE COLOMBIA,2001-03-01,74
SADELCA,2002-10-01,0
SAER,2002-10-01,343
CARGOLUX AIRLINES INTERNATIONAL S.A.,2003-04-01,0
ALFUTURO,2003-10-01,85
SEARCA S.A.,2003-01-01,7844
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2003-07-01,8
MAS AIR,2004-07-01,0
AEROREPUBLICA,2004-03-01,146190
ABSA,2004-05-01,0
VENSECAR C.A.,2004-01-01,0
TAERCO,2004-01-01,304
ALIANSA,2004-07-01,472
AIR CANADA,2005-05-01,1975
CENTRAL CHARTER,2005-08-01,332
"ATLAS AIRLINES (MUNCE,IN)",2005-09-01,0
VENSECAR C.A.,2005-07-01,0
AVIOCESAR,2005-01-01,222
SAVIARE LTDA,2005-06-01,727
AEROCHARTER ANDINA S.A.S.,2005-01-01,127
CAPITAL EXPRESS S.A.,2005-02-01,54
TAC,2006-03-01,2048
CHARTER DEL CARIBE S.A.,2006-01-01,33
SATENA,2007-02-01,76027
AERO APOYO,2007-12-01,498
HELIGOLFO S.A.S,2007-06-01,351
LAS,2008-07-01,0
AERO APOYO,2008-05-01,374
AERUPIA SAS,2008-11-01,755
AIR COLOMBIA,2008-01-01,0
